# IBD-probabilities , evaluation point 4, chr 1, 15.000cM
0.078	0.420	0.503	0.000	0.000
0.036	0.954	0.010	0.000	0.000
0.022	0.968	0.010	0.000	0.000
0.023	0.483	0.494	0.000	0.000
0.005	0.004	0.991	0.000	0.000
0.945	0.042	0.013	0.000	0.000
0.948	0.041	0.011	0.000	0.000
0.022	0.969	0.009	0.000	0.000
0.005	0.004	0.991	0.000	0.000
0.005	0.004	0.991	0.000	0.000
# IBD-probabilities , evaluation point 5, chr 1, 20.000cM
0.112	0.888	0.000	0.000	0.000
0.039	0.961	0.000	0.000	0.000
0.021	0.979	0.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.967	0.033	0.000	0.000	0.000
0.968	0.032	0.000	0.000	0.000
0.020	0.980	0.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
# IBD-probabilities , evaluation point 6, chr 1, 25.000cM
0.056	0.898	0.046	0.000	0.000
0.024	0.935	0.040	0.000	0.000
0.013	0.961	0.026	0.000	0.000
0.001	0.040	0.959	0.000	0.000
0.005	0.011	0.984	0.000	0.000
0.967	0.019	0.014	0.000	0.000
0.970	0.018	0.012	0.000	0.000
0.013	0.964	0.023	0.000	0.000
0.005	0.011	0.984	0.000	0.000
0.005	0.011	0.984	0.000	0.000
# IBD-probabilities , evaluation point 7, chr 1, 30.000cM
0.000	0.936	0.064	0.000	0.000
0.000	0.935	0.065	0.000	0.000
0.000	0.964	0.036	0.000	0.000
0.000	0.053	0.947	0.000	0.000
0.000	0.015	0.985	0.000	0.000
1.000	0.000	0.000	0.000	0.000
1.000	0.000	0.000	0.000	0.000
0.000	0.969	0.031	0.000	0.000
0.000	0.015	0.985	0.000	0.000
0.000	0.015	0.985	0.000	0.000
# IBD-probabilities , evaluation point 8, chr 1, 35.000cM
0.011	0.944	0.045	0.000	0.000
0.175	0.784	0.041	0.000	0.000
0.008	0.966	0.027	0.000	0.000
0.001	0.040	0.959	0.000	0.000
0.005	0.011	0.984	0.000	0.000
0.496	0.010	0.494	0.000	0.000
0.973	0.014	0.013	0.000	0.000
0.008	0.969	0.023	0.000	0.000
0.005	0.011	0.984	0.000	0.000
0.005	0.011	0.984	0.000	0.000
# IBD-probabilities , evaluation point 9, chr 1, 40.000cM
0.015	0.985	0.000	0.000	0.000
0.353	0.647	0.000	0.000	0.000
0.011	0.989	0.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.977	0.023	0.000	0.000	0.000
0.011	0.989	0.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
# IBD-probabilities , evaluation point 10, chr 1, 45.000cM
0.010	0.975	0.015	0.000	0.000
0.498	0.327	0.175	0.000	0.000
0.008	0.982	0.010	0.000	0.000
0.010	0.499	0.491	0.000	0.000
0.011	0.005	0.984	0.000	0.000
0.040	0.001	0.960	0.000	0.000
0.739	0.016	0.245	0.000	0.000
0.008	0.984	0.008	0.000	0.000
0.011	0.005	0.984	0.000	0.000
0.011	0.005	0.984	0.000	0.000
# IBD-probabilities , evaluation point 11, chr 1, 50.000cM
0.000	1.000	0.000	0.000	0.000
0.649	0.000	0.351	0.000	0.000
0.000	1.000	0.000	0.000	0.000
0.000	1.000	0.000	0.000	0.000
0.015	0.000	0.985	0.000	0.000
0.052	0.000	0.948	0.000	0.000
0.513	0.000	0.487	0.000	0.000
0.000	1.000	0.000	0.000	0.000
0.015	0.000	0.985	0.000	0.000
0.015	0.000	0.985	0.000	0.000
# IBD-probabilities , evaluation point 12, chr 1, 55.000cM
0.022	0.474	0.504	0.000	0.000
0.551	0.274	0.176	0.000	0.000
0.031	0.958	0.011	0.000	0.000
0.013	0.973	0.014	0.000	0.000
0.011	0.005	0.984	0.000	0.000
0.039	0.001	0.960	0.000	0.000
0.269	0.004	0.727	0.000	0.000
0.168	0.824	0.008	0.000	0.000
0.011	0.005	0.984	0.000	0.000
0.011	0.005	0.984	0.000	0.000
# IBD-probabilities , evaluation point 13, chr 1, 60.000cM
0.000	0.000	1.000	0.000	0.000
0.463	0.537	0.000	0.000	0.000
0.057	0.943	0.000	0.000	0.000
0.021	0.979	0.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.336	0.664	0.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
0.000	0.000	1.000	0.000	0.000
# IBD-probabilities , evaluation point 14, chr 1, 65.000cM
0.005	0.058	0.937	0.000	0.000
0.336	0.606	0.058	0.000	0.000
0.062	0.798	0.141	0.000	0.000
0.022	0.918	0.060	0.000	0.000
0.013	0.021	0.965	0.000	0.000
0.238	0.012	0.751	0.000	0.000
0.267	0.009	0.724	0.000	0.000
0.489	0.489	0.023	0.000	0.000
0.013	0.021	0.965	0.000	0.000
0.013	0.021	0.965	0.000	0.000
# IBD-probabilities , evaluation point 15, chr 1, 70.000cM
0.008	0.092	0.899	0.000	0.000
0.221	0.681	0.098	0.000	0.000
0.053	0.679	0.267	0.000	0.000
0.019	0.883	0.098	0.000	0.000
0.018	0.037	0.945	0.000	0.000
0.468	0.017	0.515	0.000	0.000
0.508	0.014	0.478	0.000	0.000
0.644	0.325	0.031	0.000	0.000
0.018	0.037	0.945	0.000	0.000
0.018	0.037	0.945	0.000	0.000
# IBD-probabilities , evaluation point 16, chr 1, 75.000cM
0.007	0.110	0.882	0.000	0.000
0.111	0.765	0.124	0.000	0.000
0.033	0.581	0.386	0.000	0.000
0.012	0.869	0.119	0.000	0.000
0.014	0.048	0.939	0.000	0.000
0.714	0.015	0.271	0.000	0.000
0.745	0.012	0.243	0.000	0.000
0.811	0.165	0.023	0.000	0.000
0.014	0.048	0.939	0.000	0.000
0.014	0.048	0.939	0.000	0.000
# IBD-probabilities , evaluation point 17, chr 1, 80.000cM
0.000	0.117	0.883	0.000	0.000
0.000	0.861	0.139	0.000	0.000
0.000	0.496	0.504	0.000	0.000
0.000	0.874	0.126	0.000	0.000
0.000	0.054	0.946	0.000	0.000
1.000	0.000	0.000	0.000	0.000
1.000	0.000	0.000	0.000	0.000
1.000	0.000	0.000	0.000	0.000
0.000	0.054	0.946	0.000	0.000
0.000	0.054	0.946	0.000	0.000
# IBD-probabilities , evaluation point 18, chr 1, 85.000cM
0.005	0.111	0.885	0.000	0.000
0.005	0.867	0.127	0.000	0.000
0.008	0.403	0.589	0.000	0.000
0.003	0.880	0.117	0.000	0.000
0.006	0.053	0.941	0.000	0.000
0.472	0.065	0.463	0.000	0.000
0.984	0.002	0.014	0.000	0.000
0.988	0.002	0.010	0.000	0.000
0.006	0.053	0.941	0.000	0.000
0.006	0.053	0.941	0.000	0.000
# IBD-probabilities , evaluation point 19, chr 1, 90.000cM
0.000	0.098	0.902	0.000	0.000
0.000	0.896	0.104	0.000	0.000
0.000	0.318	0.682	0.000	0.000
0.000	0.905	0.095	0.000	0.000
0.000	0.049	0.951	0.000	0.000
0.000	0.094	0.906	0.000	0.000
1.000	0.000	0.000	0.000	0.000
1.000	0.000	0.000	0.000	0.000
0.000	0.049	0.951	0.000	0.000
0.000	0.049	0.951	0.000	0.000
# IBD-probabilities , evaluation point 20, chr 1, 95.000cM
0.040	0.056	0.904	0.000	0.000
0.005	0.934	0.060	0.000	0.000
0.080	0.164	0.756	0.000	0.000
0.003	0.940	0.057	0.000	0.000
0.044	0.029	0.927	0.000	0.000
0.100	0.047	0.853	0.000	0.000
0.895	0.006	0.099	0.000	0.000
0.916	0.006	0.079	0.000	0.000
0.044	0.029	0.927	0.000	0.000
0.044	0.029	0.927	0.000	0.000
# IBD-probabilities , evaluation point 21, chr 1, 100.000cM
0.077	0.000	0.923	0.000	0.000
0.000	1.000	0.000	0.000	0.000
0.152	0.000	0.848	0.000	0.000
0.000	1.000	0.000	0.000	0.000
0.082	0.000	0.918	0.000	0.000
0.175	0.000	0.825	0.000	0.000
0.823	0.000	0.177	0.000	0.000
0.856	0.000	0.144	0.000	0.000
0.082	0.000	0.918	0.000	0.000
0.082	0.000	0.918	0.000	0.000
