# IBD-probabilities , evaluation point 12, chr 1, 55.000cM
0.933	0.038	0.029
0.557	0.111	0.331
0.910	0.035	0.054
0.031	0.944	0.025
0.031	0.944	0.025
0.084	0.511	0.405
0.918	0.047	0.035
0.031	0.944	0.025
0.425	0.456	0.119
0.121	0.545	0.335
# IBD-probabilities , evaluation point 13, chr 1, 60.000cM
0.941	0.034	0.025
0.702	0.090	0.208
0.918	0.030	0.052
0.028	0.950	0.022
0.028	0.950	0.022
0.065	0.658	0.277
0.927	0.042	0.031
0.028	0.950	0.022
0.586	0.298	0.116
0.099	0.690	0.211
# IBD-probabilities , evaluation point 14, chr 1, 65.000cM
0.963	0.021	0.016
0.847	0.051	0.102
0.946	0.018	0.036
0.017	0.968	0.014
0.017	0.968	0.014
0.035	0.816	0.149
0.953	0.026	0.020
0.017	0.968	0.014
0.772	0.146	0.082
0.058	0.838	0.104
# IBD-probabilities , evaluation point 15, chr 1, 70.000cM
1.000	0.000	0.000
1.000	0.000	0.000
1.000	0.000	0.000
0.000	1.000	0.000
0.000	1.000	0.000
0.000	1.000	0.000
1.000	0.000	0.000
0.000	1.000	0.000
1.000	0.000	0.000
0.000	1.000	0.000
# IBD-probabilities , evaluation point 16, chr 1, 75.000cM
0.991	0.004	0.004
0.989	0.004	0.007
0.525	0.033	0.443
0.004	0.992	0.004
0.004	0.992	0.004
0.022	0.512	0.466
0.477	0.485	0.039
0.004	0.992	0.004
0.519	0.030	0.450
0.466	0.477	0.056
# IBD-probabilities , evaluation point 17, chr 1, 80.000cM
1.000	0.000	0.000
1.000	0.000	0.000
0.000	0.000	1.000
0.000	1.000	0.000
0.000	1.000	0.000
0.000	0.000	1.000
0.000	1.000	0.000
0.000	1.000	0.000
0.000	0.000	1.000
1.000	0.000	0.000
# IBD-probabilities , evaluation point 18, chr 1, 85.000cM
0.976	0.012	0.011
0.972	0.012	0.015
0.290	0.060	0.650
0.011	0.978	0.011
0.011	0.978	0.011
0.290	0.060	0.650
0.015	0.971	0.013
0.011	0.978	0.011
0.060	0.290	0.650
0.713	0.240	0.047
# IBD-probabilities , evaluation point 19, chr 1, 90.000cM
0.968	0.016	0.015
0.964	0.016	0.020
0.538	0.069	0.393
0.015	0.970	0.015
0.015	0.970	0.015
0.538	0.069	0.393
0.020	0.962	0.018
0.015	0.970	0.015
0.069	0.538	0.393
0.458	0.480	0.062
# IBD-probabilities , evaluation point 20, chr 1, 95.000cM
0.976	0.012	0.012
0.973	0.012	0.015
0.768	0.046	0.186
0.011	0.977	0.011
0.011	0.977	0.011
0.768	0.046	0.186
0.015	0.972	0.013
0.011	0.977	0.011
0.046	0.768	0.186
0.223	0.729	0.048
# IBD-probabilities , evaluation point 21, chr 1, 100.000cM
1.000	0.000	0.000
1.000	0.000	0.000
1.000	0.000	0.000
0.000	1.000	0.000
0.000	1.000	0.000
1.000	0.000	0.000
0.000	1.000	0.000
0.000	1.000	0.000
0.000	1.000	0.000
0.000	1.000	0.000
